Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO MONICA;33110905;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA HENRIQUE GUITTON, 34 PARQUE SANTA MARIA. 28021-240 Campos dos Goytacazes - RJ.";(22) 27341487;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.79546455;-41.29264615
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CARROSSEL ESCOLA E JARDIM DE INFANCIA LTDA;33110980;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DO RIACHUELO, 485 PARQUE TURF CLUB. 28013-450 Campos dos Goytacazes - RJ.";(22) 27236280;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.765785;-41.3138583333333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC LAPIS NA MAO;33111340;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SILVA TAVARES, PARQUE ROSARIO. 28027-080 Campos dos Goytacazes - RJ.";(22) 27202014;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76968;-41.32901
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MANOEL RIBEIRO DO NASCIMENTO;33113491;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA E, SN LOTEAMENTO NOVO. TAPERA. 28050-003 Campos dos Goytacazes - RJ.";(22) 998581540;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.78185178;-41.38134533
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE FORMACAO EDUCACIONAL DE CAMPOS;33113513;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE RIBEIRO PEREIRA, 58 PARQUE FUNDAO. 28060-280 Campos dos Goytacazes - RJ.";(22) 27354095;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.73231;-41.33206
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDUCACAO INFANTIL BARQUINHO DE PAPEL-CENTRO EDUCACIONAL NEUSA FERREIRA;33113530;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MUSSUREPE, 20 -. PARQUE LEBRET. 28070-385 Campos dos Goytacazes - RJ.";(22) 27337078;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.71998;-41.32526
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSOR PAULO FREIRE;33114064;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PARQUE SOUZA VALLE, 0 DORES DE MACABU. 28115-000 Campos dos Goytacazes - RJ.";(22) 998612407;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM WILSON AMARO DE FREITAS;33120234;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO CALLADO, 0 JOCKEY II. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM SERGIO LUIZ LILICO PAES DA SILVA;33120242;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MINAS GERAIS, 13 PARQUE ALDEIA. 28060-470 Campos dos Goytacazes - RJ.";(22) 27201338;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-21.72614;-41.3324
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM PROFESSOR PAULO FREIRE;33120250;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA SANTOS AUGUSTO DE MELLO, 0 CENTRO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM IRMA ZILDA;33120269;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"TEOTONIO FERREIRA DE ARAUJO, 115 CONSELHEIRO JOSINO. 28165-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.5034096;-41.3436492
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOAO BATISTA VEIGA;33120293;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PATRICIO MENEZES, 37 CUSTODOPOLIS. 28085-070 Campos dos Goytacazes - RJ.";(22) 997500401;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.724994;-41.3106626
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SANTO ANTONIO;33120307;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SANTO ANTONIO, 129 JARDIM CARIOCA. 28080-525 Campos dos Goytacazes - RJ.";(22) 27356405;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.74195;-41.32479
ESCOLA PARALISADA;PROJETO LARA CRECHE 24 HORAS;33120315;RJ;Campos dos Goytacazes;Urbana;Não Informado;Pública;"CENTRO, SN CENTRO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EM JOCILDA GIVANOITE;33120323;RJ;Campos dos Goytacazes;Urbana;Não Informado;Pública;"AV. ALBERTO LAMEGO, 493 PARQUE CALIFORNIA. 28110-000 Campos dos Goytacazes - RJ.";(22) 98634940;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM MONTEIRO LOBATO;33120331;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, SN CAMPO NOVO. 28145-000 Campos dos Goytacazes - RJ.";(22) 27270769;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.76813;-41.19006
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ALPHA COLEGIO E VESTIBULARES;33120544;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GIL DE GOIS, 334 CENTRO. 28035-642 Campos dos Goytacazes - RJ.";(22) 27235988;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.75243;-41.33435
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;APAE DE CAMPOS DOS GOYTACAZES - SANTO ANTONIO;33120560;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA PROFESSORA CARMEM CARNEIRO, 507 PARQUE JARDIM CARIOCA. 28080-425 Campos dos Goytacazes - RJ.";(22) 27224181;Privada;Filantrópica;Não;Em Tramitação;Escola sem matrícula de escolarização;;"Atendimento Educacional Especializado, Atividade Complementar";;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC OTILIA BRAGA;33120587;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA LUIZ OTAVIO, 20 PARQUE SANTO AMARO. 28030-165 Campos dos Goytacazes - RJ.";(22) 30255326;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76168;-41.33971
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO COMECINHO DE VIDA;33120609;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA ALBERTO LAMEGO, 865 PARQUE CALIFORNIA. 28015-622 Campos dos Goytacazes - RJ.";(22) 27220289;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76159;-41.30275
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO PEQUENA LAYLLA;33120625;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO PEREIRA, 02/12 URURAI. 28040-000 Campos dos Goytacazes - RJ.";(22) 27346010;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC ELINA CHAGAS;33120641;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"EDVALDO DA SILVA TRINDADE, 08 GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 997047406;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST BATISTA DE ENSINO DE CUSTODOPOLIS;33129223;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA POETA MARINHO, 56/58 IGREJA. CUSTODOPOLIS. 28085-090 Campos dos Goytacazes - RJ.";(22) 30151254;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CORONEL ANTONIO BATISTA;33129762;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA DE SANTO AMARO, 0 SANTO AMARO. 28140-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFESSORA EUNICIA FERREIRA DA SILVA;33131910;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JUIZ ANTONIO BRAGA, S/N SANTA ROSA. 28085-315 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.72601;-41.30474
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM ENEAS TAVARES TRINDADE;33132739;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DO ALTO, 0 VILA NOVA. 28165-000 Campos dos Goytacazes - RJ.";(22) 27214460;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-21.44653;-41.40539
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDC E C PESSANHA RANGEL - JARD INF TOQUINHO DE GENTE;33135452;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CONSUELO BATISTA VIEIRA, 14/16 ESCOLA. GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 997173291;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.83318;-41.26975
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC ESCOLINHA DE FATIMA LTDA;33135479;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DAS VIOLETAS, 154 PARQUE PENHA. 28022-090 Campos dos Goytacazes - RJ.";;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.79761;-41.2967
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO PAES E SOUZA CANTINHO DOS CHANINHOS;33135487;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MAURICIO PRATES CAMPOS, 69 PARQUE SANTA MARIA. 28021-290 Campos dos Goytacazes - RJ.";(22) 27234478;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.79383;-41.29286
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EVANGELICO DE GUARUS;33136068;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MANOEL LUIZ BRAGA, 18 PARQUE FUNDAO. 28060-250 Campos dos Goytacazes - RJ.";(22) 30562066;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-21.73416;-41.33165
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA SANTA MARIA;33136645;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DA LUA, 34/38 CENTRO. 28155-000 Campos dos Goytacazes - RJ.";(22) 27812402;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA SEMENTINHA DO CEU;33139911;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA ZUZA MOTA, 222 PARQUE CALABOUCO. 28083-000 Campos dos Goytacazes - RJ.";;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JEFAME - JARDIM ESCOLA FAVO DE MEL;33140405;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE CANDIDO DE CARVALHO, 19 PARQUE JOQUEI CLUB. 28020-720 Campos dos Goytacazes - RJ.";(22) 27221738;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.77559;-41.28711
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM SAO MATHEUS;33140529;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARQUES DE VALENCA, 0 PARQUE SAO MATHEUS. 28110-000 Campos dos Goytacazes - RJ.";(22) 27201926;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.7518183;-41.33815
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM GANDUR ASSED;33140537;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 TERRA PROMETIDA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM PROFESSORA OLGA LINHARES CORREA;33140545;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ARAUJO SILVA, 87 JARDIM CARIOCA. 28080-420 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.74497;-41.32437
ESCOLA PARALISADA;JARDIM ESCOLA ARCA DE NOE;33141304;RJ;Campos dos Goytacazes;Urbana;Não Informado;Privada;"RUA ALEXANDRE ATIE, 56/58 CASA. PARQUE ALVORADA. 28083-160 Campos dos Goytacazes - RJ.";(22) 27314566;Privada;Não Informado;Não;;;;;-21.73664;-41.3191
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM FELISMINDO MARQUES BARRETO;33143510;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA BOA VENTURA, 0 FAROL DE SAO THOME. 28140-973 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.0346698;-41.0518143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA MAGIA DO SABER;33143528;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA TEIXEIRA DE MELO, 102 PARQUE CAJU. 28051-185 Campos dos Goytacazes - RJ.";(22) 27319754;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-21.74516;-41.33794
ESCOLA PARALISADA;CENTRO ESCOLA CRESCENDO E APRENDENDO;33143536;RJ;Campos dos Goytacazes;Urbana;Não Informado;Privada;"RUA GENERAL CRISTOVAO BARCELOS, 51 PARQUE LEOPOLDINA. 28051-240 Campos dos Goytacazes - RJ.";(22) 27323000;Privada;Não Informado;Não;;;;;-21.7523;-41.34246
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL CRESPO;33146926;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Privada;"RUA ANTONIO MARIA DE AZEVEDO, 1150/1156 KM 24. SATURNINO BRAGA. 28143-971 Campos dos Goytacazes - RJ.";(22) 27211521;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL AZEVEDO PINTO;33146942;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Privada;"RODOVIA ALAIR FERREIRA, S/Nº SATURNINO BRAGA. 28140-000 Campos dos Goytacazes - RJ.";(22) 27211125;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-21.8906286827812;-41.1926574599079
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM FRANCISCO CORDEIRO PEREIRA;33147086;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"CONJUNTO HABITACIONAL, 0 PENHA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SEBASTIAO RIBEIRO DE DEUS;33147094;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DEZESSEIS, 0 NOVO JOCKEY. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM VEREADORA HERMENY COUTINHO;33147108;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DORILA PESSANHA, 0 JARDIM AEROPORTO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.6969036;-41.3060506
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM FRANCISCO ALVES DIAS;33147116;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CAPITAO MENEZES, 195 PARQUE SANTA CLARA. 28085-625 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.73009;-41.31029
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM SILVINA MANHAES TERRA;33147124;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA RIBEIRO COMPRIDO, 0 IBITIOCA. 28120-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.82458;-41.47415
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM AUGUSTO MACHADO VIANA;33147132;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA N, 12 CODIM. 28090-620 Campos dos Goytacazes - RJ.";(22) 998216709;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7145199;-41.2915843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE SUBTENENTE CLAUDIO HENRIQUE LAURINDO DE CARVALHO;33147140;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA ROLDAO CAMPINHO, GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 27359773;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JARDIM CEASA;33147159;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA NOVA AURORA, 348 JARDIM CEASA. 28090-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-21.71797;-41.30193
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM NOVA CANAA;33147167;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 PARQUE NOVA CANAA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JULIA GOMES CARDOSO;33147183;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA OPERARIO VALDIR MANHAES, 142 CUSTODOPOLIS. 28083-490 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM PARQUE GUARUS;33147191;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA PETROPOLIS, 170 PARQUE GUARUS. 28070-505 Campos dos Goytacazes - RJ.";(22) 998914881;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.71961;-41.32301
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LEOPOLDINO MARIA;33147205;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CAMPO ALEGRE, 0 NOVA GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 27355140;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.83006407;-41.28218346
